title,addr,mapx,mapy
월배시장,대구광역시 달서구 월배로24길 13,128.5274258,35.81412784
유니클로 대구감삼,대구광역시 달서구 달구벌대로 1640(감삼동),128.5457453,35.85295156
유니클로 대구대천,대구광역시 달서구 진천로 113,128.5215484,35.81845502
유니클로 롯데대구,대구광역시 북구 태평로 161,128.5961541,35.87592766
유니클로 롯데봉무,대구광역시 동구 팔공로49길 16,128.6373909,35.92158992
유니클로 신세계대구,"대구광역시 동구 효신로 88(신암동, 파미에타운)",128.6332146,35.87971958
은혜화장품 대현프리몰대구,대구광역시 중구 국채보상로 580,128.5952099,35.87088099
이마트 만촌,대구광역시 수성구 동원로 136 (만촌동),128.6372173,35.87120395
이마트 칠성,대구광역시 북구 침산로 93 (칠성동2가),128.5898155,35.88526815
이마트트레이더스 비산,대구광역시 서구 팔달로 54 (비산동),128.5559878,35.88994755
입생로랑 롯데 대구점,대구광역시 북구 태평로 161,128.5961541,35.87592766
잇미샤 현대아울렛대구,대구광역시 동구 대구동구동대구로454,128.626571,35.87077325
자라 롯데 봉무점,대구광역시 동구 팔공로49길 16,128.6373909,35.92158992
정일품 동성로,대구광역시 중구 동성로 72,128.596082,35.87318353
제니스 대구,대구광역시 중구 동성로 75,128.5957042,35.87356125
중소기업명품마루 동대구역,대구광역시 동구 동대구로 550,128.6288011,35.87948064
천미사 (상감입사장),대구광역시 수성구 들안로 108,128.6171283,35.83953494
청구시장,대구광역시 수성구 만촌로 66,128.6441058,35.86484647
칠성종합시장,대구광역시 북구 칠성시장로 28 (칠성동1가),128.6041562,35.87670828
침산골목시장,대구광역시 북구 노원동1가 19-17,128.5795024,35.89044793
칼하트WIP 대구동성로,대구광역시 중구 동성로1길 29-31(동성로3가),128.5952378,35.86780356
컬럼비아 이시아폴리스,대구광역시 동구 팔공로49길 16,128.6373909,35.92158992
코오롱 헨리코튼 이시아폴리스,대구광역시 동구 팔공로49길 16,128.6373909,35.92158992
퀸스로드,대구광역시 서구 평리로35길 18-17,128.5450562,35.86171444
킴스안경 대구동성로,대구광역시 중구 동성로5길 43,128.5969932,35.86778138
타임,대구광역시 중구 동성로3길 68 1층,128.5982486,35.86833134
테그호이어,대구광역시 북구 태평로161,128.5961541,35.87592766
토니모리 대구반월당,대구광역시 중구 달구벌대로 지하 2100,128.5933602,35.86447057
토니모리 동성로,대구광역시 중구 동성로 37,128.5955071,35.87016163
토즈 현대 대구점,대구광역시 중구 달구벌대로 2077 1층,128.5906549,35.86667027
톰보이 이시아폴리스,"대구광역시 동구 팔공로49길 16, 1층",128.6373909,35.92158992
티파니 신세계대구,"대구광역시 동구 동부로 149, 5층(신천동, 신세계백화점 대구점)",128.629215,35.87798359
파타고니아_대구동성로점,대구광역시 중구 동성로 11 (동성로3가),128.5944573,35.86807296
파타고니아_대구칠곡직영점,대구광역시 북구 칠곡중앙대로 379 1층,128.5476208,35.92957624
팍스뮤직,대구광역시 중구 국채보상로 580,128.5952099,35.87088099
팔달시장,대구광역시 북구 팔달로37길 11,128.5707532,35.88908681
페레가모 롯데 대구점,대구광역시 북구 태평로 161,128.5961541,35.87592766
펜디 신세계 대구점,대구광역시 동구 동부로 149 5층,128.629215,35.87798359
펜디 현대 대구,대구광역시 중구 달구벌대로 2077,128.5906549,35.86667027
폴햄 이시아폴리스,대구광역시 동구 팔공로49길 16 (봉무동),128.6373909,35.92158992
프라다 롯데 대구점,대구광역시 북구 태평로 161,128.5961541,35.87592766
프라다 신세계 대구점,대구광역시 동구 동부로 149,128.629215,35.87798359
프레드 신세계 대구점,대구광역시 동구 동부로 149,128.629215,35.87798359
하이마트 범어네거리,대구광역시 수성구 동대구로 297 (범어동),128.6252771,35.85711922
하이마트 성서점,대구광역시 달서구 달구벌대로 1300,128.5095374,35.85111221
하이마트 평리점,대구광역시 서구 국채보상로 228,128.55608,35.87035533
핫트랙스 (대구점),대구광역시 중구 국채보상로 586,128.5948294,35.87057269
핫트랙스 대구점,대구광역시 중구 국채보상로 586,128.5948405,35.87063657
해지스,대구광역시 북구 태평로 161,128.5961541,35.87592766
현대시티아울렛 대구,대구광역시 동구 동대구로 454,128.626571,35.87077325
현풍백년도깨비시장,대구광역시 달성군 현풍읍 현풍로6길 5,128.4422699,35.69477866
"현풍장 (5, 10일)",대구광역시 달성군 현풍읍 비슬로130길 53-1,128.4421643,35.69472311
홀리데이비지터샵,대구광역시 중구 경상감영길 184,128.597318,35.87197813
홀리카홀리카_동성로중앙점,"대구광역시 중구 동성로 31 ,2층(동성로2가)",128.5954266,35.86959503
홈플러스 남대구,대구광역시 남구 대명로 116 (대명동),128.5698769,35.83873416
홈플러스 상인,대구광역시 달서구 월배로 183 (상인동),128.5336696,35.81788586
홈플러스 성서,대구광역시 달서구 달구벌대로 1467 (용산동),128.5274331,35.84949605
홈플러스 칠곡,대구광역시 북구 동암로12길 8 (동천동),128.5559807,35.94489411
홈플러스스토어즈 내당,대구광역시 서구 달구벌대로 1821 (내당동),128.5638407,35.86020107
홈플러스스토어즈 동촌,대구광역시 동구 동촌로 127 (검사동),128.6556847,35.88621648
화원시장,대구광역시 달성군 화원읍 인흥길 33-4,128.4991508,35.801176
황금시장,대구광역시 수성구 청솔로 19,128.6199806,35.84845065
효목시장,대구광역시 동구 아양로50길 22-2,128.6394167,35.88582456
휠라 대구동성로1호,대구광역시 중구 동성로1길 29-25,128.5952211,35.86763692
휴고보스 현대 대구점,대구광역시 중구 달구벌대로 2077,128.5906549,35.86667027
(주)신세계 동대구복합환승센터,대구광역시 동구 동부로 149,128.629215,35.87798359
(주)즐거운세상인터불고호텔,대구광역시 수성구 팔현길212,128.6591931,35.87349854
ABC마트 대구동성로2가점,대구광역시 중구 동성로 40,128.5958376,35.87039495
ABC마트 이시아폴리스점,대구광역시 동구 팔공로49길 16,128.6373909,35.92158992
ARCTERYX,대구광역시 중구 경상감영길 132,128.5946655,35.87209196
ER NC아울렛 엑스코,대구광역시 북구 유통단지로14길 22,128.6103882,35.90526071
ER 동아 강북,대구광역시 북구 칠곡중앙대로 416,128.5489956,35.93304532
ER 동아 쇼핑,대구광역시 중구 달구벌대로 2085,128.5918659,35.86637589
ER 동아 수성,대구광역시 수성구 지범로 191,128.6403851,35.82111524
EW 뉴발란스 동성로,대구광역시 중구 동성로 21-1,128.5949989,35.86891177
GGPX현대아울렛대구,대구광역시 동구 대구동구동대구로454,128.626571,35.87077325
I LOVE J,대구광역시 동구 대구동구동대구로454,128.626571,35.87077325
IDL 메이즈메이 이시아폴리스,"대구광역시 동구 팔공로49길 16, 1층",128.6373909,35.92158992
LF 마에스트로 현대대구,대구광역시 중구 달구벌대로 2077 (계산동2가) 현대백화점,128.5906549,35.86667027
MLB 이시아폴리스,대구광역시 동구 팔공로49길 16,128.6373909,35.92158992
MUJI 롯데대구,대구광역시 북구 태평로 161,128.5961541,35.87592766
MUJI 신세계대구,"대구광역시 동구 효신로 88, 6층 (신암동, 신세계백화점 대구 파미에타운)",128.6332146,35.87971958
ON&ON,대구광역시 동구 대구동구동대구로454,128.626571,35.87077325
SI 보브 이시아폴리스,대구광역시 동구 팔공로49길 16(봉무동),128.6373909,35.92158992
